{'hand': 'AJAAA', 'type': 1, 'hand_card_ranks': [0, 12, 0, 0, 0], 'bet': '521'}
{'hand': '8QA86', 'type': 6, 'hand_card_ranks': [5, 2, 0, 5, 7], 'bet': '397'}
{'hand': '899Q5', 'type': 6, 'hand_card_ranks': [5, 4, 4, 2, 8], 'bet': '15'}
{'hand': '898QA', 'type': 6, 'hand_card_ranks': [5, 4, 5, 2, 0], 'bet': '466'}
{'hand': '8945J', 'type': 6, 'hand_card_ranks': [5, 4, 9, 8, 12], 'bet': '704'}
{'hand': '883A2', 'type': 6, 'hand_card_ranks': [5, 5, 10, 0, 11], 'bet': '237'}
{'hand': '872JK', 'type': 6, 'hand_card_ranks': [5, 6, 11, 12, 1], 'bet': '734'}
{'hand': '864QQ', 'type': 6, 'hand_card_ranks': [5, 7, 9, 2, 2], 'bet': '153'}
{'hand': '852A5', 'type': 6, 'hand_card_ranks': [5, 8, 11, 0, 8], 'bet': '838'}
{'hand': '84K8Q', 'type': 6, 'hand_card_ranks': [5, 9, 1, 5, 2], 'bet': '302'}
{'hand': '84KJ7', 'type': 6, 'hand_card_ranks': [5, 9, 1, 12, 6], 'bet': '178'}
{'hand': '83584', 'type': 6, 'hand_card_ranks': [5, 10, 8, 5, 9], 'bet': '793'}
{'hand': '833QT', 'type': 6, 'hand_card_ranks': [5, 10, 10, 2, 3], 'bet': '188'}
{'hand': '8JA5T', 'type': 6, 'hand_card_ranks': [5, 12, 0, 8, 3], 'bet': '663'}
{'hand': '7AQJK', 'type': 6, 'hand_card_ranks': [6, 0, 2, 12, 1], 'bet': '629'}
{'hand': '7K533', 'type': 6, 'hand_card_ranks': [6, 1, 8, 10, 10], 'bet': '860'}
{'hand': '7Q995', 'type': 6, 'hand_card_ranks': [6, 2, 4, 4, 8], 'bet': '296'}
{'hand': '799K5', 'type': 6, 'hand_card_ranks': [6, 4, 4, 1, 8], 'bet': '740'}
{'hand': '7994T', 'type': 6, 'hand_card_ranks': [6, 4, 4, 9, 3], 'bet': '871'}
{'hand': '789QQ', 'type': 6, 'hand_card_ranks': [6, 5, 4, 2, 2], 'bet': '396'}
{'hand': '74Q33', 'type': 6, 'hand_card_ranks': [6, 9, 2, 10, 10], 'bet': '989'}
{'hand': '746JK', 'type': 6, 'hand_card_ranks': [6, 9, 7, 12, 1], 'bet': '525'}
{'hand': '74335', 'type': 6, 'hand_card_ranks': [6, 9, 10, 10, 8], 'bet': '288'}
{'hand': '724T2', 'type': 6, 'hand_card_ranks': [6, 11, 9, 3, 11], 'bet': '197'}
{'hand': '72492', 'type': 6, 'hand_card_ranks': [6, 11, 9, 4, 11], 'bet': '955'}
{'hand': '72J49', 'type': 6, 'hand_card_ranks': [6, 11, 12, 9, 4], 'bet': '69'}
{'hand': '6AQJ5', 'type': 6, 'hand_card_ranks': [7, 0, 2, 12, 8], 'bet': '130'}
{'hand': '6A355', 'type': 6, 'hand_card_ranks': [7, 0, 10, 8, 8], 'bet': '952'}
{'hand': '6K7KA', 'type': 6, 'hand_card_ranks': [7, 1, 6, 1, 0], 'bet': '392'}
{'hand': '6Q6K8', 'type': 6, 'hand_card_ranks': [7, 2, 7, 1, 5], 'bet': '745'}
{'hand': '6Q54Q', 'type': 6, 'hand_card_ranks': [7, 2, 8, 9, 2], 'bet': '297'}
{'hand': '6Q442', 'type': 6, 'hand_card_ranks': [7, 2, 9, 9, 11], 'bet': '54'}
{'hand': '6Q335', 'type': 6, 'hand_card_ranks': [7, 2, 10, 10, 8], 'bet': '724'}
{'hand': '6TKT4', 'type': 6, 'hand_card_ranks': [7, 3, 1, 3, 9], 'bet': '551'}
{'hand': '6T7T2', 'type': 6, 'hand_card_ranks': [7, 3, 6, 3, 11], 'bet': '748'}
{'hand': '6T34T', 'type': 6, 'hand_card_ranks': [7, 3, 10, 9, 3], 'bet': '286'}
{'hand': '6TJ54', 'type': 6, 'hand_card_ranks': [7, 3, 12, 8, 9], 'bet': '193'}
{'hand': '69JA4', 'type': 6, 'hand_card_ranks': [7, 4, 12, 0, 9], 'bet': '536'}
{'hand': '6877T', 'type': 6, 'hand_card_ranks': [7, 5, 6, 6, 3], 'bet': '287'}
{'hand': '67Q6T', 'type': 6, 'hand_card_ranks': [7, 6, 2, 7, 3], 'bet': '524'}
{'hand': '66Q23', 'type': 6, 'hand_card_ranks': [7, 7, 2, 11, 10], 'bet': '814'}
{'hand': '62ATA', 'type': 6, 'hand_card_ranks': [7, 11, 0, 3, 0], 'bet': '549'}
{'hand': '62A9J', 'type': 6, 'hand_card_ranks': [7, 11, 0, 4, 12], 'bet': '205'}
{'hand': '625J8', 'type': 6, 'hand_card_ranks': [7, 11, 8, 12, 5], 'bet': '607'}
{'hand': '6J3TK', 'type': 6, 'hand_card_ranks': [7, 12, 10, 3, 1], 'bet': '248'}
{'hand': '5A3A6', 'type': 6, 'hand_card_ranks': [8, 0, 10, 0, 7], 'bet': '833'}
{'hand': '5KA54', 'type': 6, 'hand_card_ranks': [8, 1, 0, 8, 9], 'bet': '475'}
{'hand': '5QAJ8', 'type': 6, 'hand_card_ranks': [8, 2, 0, 12, 5], 'bet': '583'}
{'hand': '5Q868', 'type': 6, 'hand_card_ranks': [8, 2, 5, 7, 5], 'bet': '324'}
{'hand': '5T899', 'type': 6, 'hand_card_ranks': [8, 3, 5, 4, 4], 'bet': '479'}
{'hand': '59434', 'type': 6, 'hand_card_ranks': [8, 4, 9, 10, 9], 'bet': '781'}
{'hand': '59J28', 'type': 6, 'hand_card_ranks': [8, 4, 12, 11, 5], 'bet': '973'}
{'hand': '588T6', 'type': 6, 'hand_card_ranks': [8, 5, 5, 3, 7], 'bet': '317'}
{'hand': '5788K', 'type': 6, 'hand_card_ranks': [8, 6, 5, 5, 1], 'bet': '218'}
{'hand': '53AJ7', 'type': 6, 'hand_card_ranks': [8, 10, 0, 12, 6], 'bet': '782'}
{'hand': '4AJQT', 'type': 6, 'hand_card_ranks': [9, 0, 12, 2, 3], 'bet': '435'}
{'hand': '4AJT2', 'type': 6, 'hand_card_ranks': [9, 0, 12, 3, 11], 'bet': '943'}
{'hand': '4K799', 'type': 6, 'hand_card_ranks': [9, 1, 6, 4, 4], 'bet': '619'}
{'hand': '4K3T4', 'type': 6, 'hand_card_ranks': [9, 1, 10, 3, 9], 'bet': '45'}
{'hand': '4KJ63', 'type': 6, 'hand_card_ranks': [9, 1, 12, 7, 10], 'bet': '67'}
{'hand': '4Q688', 'type': 6, 'hand_card_ranks': [9, 2, 7, 5, 5], 'bet': '398'}
{'hand': '47QTQ', 'type': 6, 'hand_card_ranks': [9, 6, 2, 3, 2], 'bet': '623'}
{'hand': '47T3T', 'type': 6, 'hand_card_ranks': [9, 6, 3, 10, 3], 'bet': '898'}
{'hand': '47387', 'type': 6, 'hand_card_ranks': [9, 6, 10, 5, 6], 'bet': '121'}
{'hand': '4656A', 'type': 6, 'hand_card_ranks': [9, 7, 8, 7, 0], 'bet': '557'}
{'hand': '45A48', 'type': 6, 'hand_card_ranks': [9, 8, 0, 9, 5], 'bet': '803'}
{'hand': '45TK5', 'type': 6, 'hand_card_ranks': [9, 8, 3, 1, 8], 'bet': '48'}
{'hand': '45842', 'type': 6, 'hand_card_ranks': [9, 8, 5, 9, 11], 'bet': '122'}
{'hand': '454T3', 'type': 6, 'hand_card_ranks': [9, 8, 9, 3, 10], 'bet': '449'}
{'hand': '44K7Q', 'type': 6, 'hand_card_ranks': [9, 9, 1, 6, 2], 'bet': '520'}
{'hand': '3AA64', 'type': 6, 'hand_card_ranks': [10, 0, 0, 7, 9], 'bet': '832'}
{'hand': '3KA6A', 'type': 6, 'hand_card_ranks': [10, 1, 0, 7, 0], 'bet': '597'}
{'hand': '3TA5J', 'type': 6, 'hand_card_ranks': [10, 3, 0, 8, 12], 'bet': '644'}
{'hand': '3T273', 'type': 6, 'hand_card_ranks': [10, 3, 11, 6, 10], 'bet': '137'}
{'hand': '39A7J', 'type': 6, 'hand_card_ranks': [10, 4, 0, 6, 12], 'bet': '49'}
{'hand': '399A7', 'type': 6, 'hand_card_ranks': [10, 4, 4, 0, 6], 'bet': '51'}
{'hand': '388A4', 'type': 6, 'hand_card_ranks': [10, 5, 5, 0, 9], 'bet': '144'}
{'hand': '386AJ', 'type': 6, 'hand_card_ranks': [10, 5, 7, 0, 12], 'bet': '911'}
{'hand': '37QAQ', 'type': 6, 'hand_card_ranks': [10, 6, 2, 0, 2], 'bet': '102'}
{'hand': '357KK', 'type': 6, 'hand_card_ranks': [10, 8, 6, 1, 1], 'bet': '558'}
{'hand': '35767', 'type': 6, 'hand_card_ranks': [10, 8, 6, 7, 6], 'bet': '321'}
{'hand': '335K6', 'type': 6, 'hand_card_ranks': [10, 10, 8, 1, 7], 'bet': '723'}
{'hand': '3345K', 'type': 6, 'hand_card_ranks': [10, 10, 9, 8, 1], 'bet': '997'}
{'hand': '2AK92', 'type': 6, 'hand_card_ranks': [11, 0, 1, 4, 11], 'bet': '656'}
{'hand': '2KQQ3', 'type': 6, 'hand_card_ranks': [11, 1, 2, 2, 10], 'bet': '469'}
{'hand': '2QQ6A', 'type': 6, 'hand_card_ranks': [11, 2, 2, 7, 0], 'bet': '219'}
{'hand': '2T45J', 'type': 6, 'hand_card_ranks': [11, 3, 9, 8, 12], 'bet': '808'}
{'hand': '2T44A', 'type': 6, 'hand_card_ranks': [11, 3, 9, 9, 0], 'bet': '934'}
{'hand': '2T392', 'type': 6, 'hand_card_ranks': [11, 3, 10, 4, 11], 'bet': '765'}
{'hand': '289AJ', 'type': 6, 'hand_card_ranks': [11, 5, 4, 0, 12], 'bet': '592'}
{'hand': '2878T', 'type': 6, 'hand_card_ranks': [11, 5, 6, 5, 3], 'bet': '333'}
{'hand': '2775T', 'type': 6, 'hand_card_ranks': [11, 6, 6, 8, 3], 'bet': '487'}
{'hand': '25732', 'type': 6, 'hand_card_ranks': [11, 8, 6, 10, 11], 'bet': '650'}
{'hand': '24QQT', 'type': 6, 'hand_card_ranks': [11, 9, 2, 2, 3], 'bet': '564'}
{'hand': '23A24', 'type': 6, 'hand_card_ranks': [11, 10, 0, 11, 9], 'bet': '732'}
{'hand': '23455', 'type': 6, 'hand_card_ranks': [11, 10, 9, 8, 8], 'bet': '489'}
{'hand': '23J4A', 'type': 6, 'hand_card_ranks': [11, 10, 12, 9, 0], 'bet': '55'}
{'hand': '2273Q', 'type': 6, 'hand_card_ranks': [11, 11, 6, 10, 2], 'bet': '718'}
{'hand': '2239Q', 'type': 6, 'hand_card_ranks': [11, 11, 10, 4, 2], 'bet': '465'}
{'hand': '2J53T', 'type': 6, 'hand_card_ranks': [11, 12, 8, 10, 3], 'bet': '807'}
{'hand': 'JA546', 'type': 6, 'hand_card_ranks': [12, 0, 8, 9, 7], 'bet': '1'}
{'hand': 'JK59A', 'type': 6, 'hand_card_ranks': [12, 1, 8, 4, 0], 'bet': '722'}
{'hand': 'JQT59', 'type': 6, 'hand_card_ranks': [12, 2, 3, 8, 4], 'bet': '729'}
{'hand': 'JQ935', 'type': 6, 'hand_card_ranks': [12, 2, 4, 10, 8], 'bet': '897'}
{'hand': 'JT5A9', 'type': 6, 'hand_card_ranks': [12, 3, 8, 0, 4], 'bet': '936'}
{'hand': 'J9765', 'type': 6, 'hand_card_ranks': [12, 4, 6, 7, 8], 'bet': '562'}
{'hand': 'J94T7', 'type': 6, 'hand_card_ranks': [12, 4, 9, 3, 6], 'bet': '194'}
{'hand': 'J8KQ2', 'type': 6, 'hand_card_ranks': [12, 5, 1, 2, 11], 'bet': '695'}
{'hand': 'J89Q6', 'type': 6, 'hand_card_ranks': [12, 5, 4, 2, 7], 'bet': '294'}
{'hand': 'J86TQ', 'type': 6, 'hand_card_ranks': [12, 5, 7, 3, 2], 'bet': '457'}
{'hand': 'J8275', 'type': 6, 'hand_card_ranks': [12, 5, 11, 6, 8], 'bet': '508'}
{'hand': 'J825A', 'type': 6, 'hand_card_ranks': [12, 5, 11, 8, 0], 'bet': '537'}
{'hand': 'J738A', 'type': 6, 'hand_card_ranks': [12, 6, 10, 5, 0], 'bet': '80'}
{'hand': 'J6KT5', 'type': 6, 'hand_card_ranks': [12, 7, 1, 3, 8], 'bet': '974'}
{'hand': 'J6T53', 'type': 6, 'hand_card_ranks': [12, 7, 3, 8, 10], 'bet': '413'}
{'hand': 'J4KA5', 'type': 6, 'hand_card_ranks': [12, 9, 1, 0, 8], 'bet': '772'}
{'hand': 'AK578', 'type': 7, 'hand_card_ranks': [0, 1, 8, 6, 5], 'bet': '30'}
{'hand': 'AQ4K9', 'type': 7, 'hand_card_ranks': [0, 2, 9, 1, 4], 'bet': '485'}
{'hand': 'A96K2', 'type': 7, 'hand_card_ranks': [0, 4, 7, 1, 11], 'bet': '61'}
{'hand': 'A9236', 'type': 7, 'hand_card_ranks': [0, 4, 11, 10, 7], 'bet': '953'}
{'hand': 'A8495', 'type': 7, 'hand_card_ranks': [0, 5, 9, 4, 8], 'bet': '577'}
{'hand': 'A6QT2', 'type': 7, 'hand_card_ranks': [0, 7, 2, 3, 11], 'bet': '867'}
{'hand': 'A5T67', 'type': 7, 'hand_card_ranks': [0, 8, 3, 7, 6], 'bet': '337'}
{'hand': 'A45TQ', 'type': 7, 'hand_card_ranks': [0, 9, 8, 3, 2], 'bet': '682'}
{'hand': 'KQ378', 'type': 7, 'hand_card_ranks': [1, 2, 10, 6, 5], 'bet': '481'}
{'hand': 'K9582', 'type': 7, 'hand_card_ranks': [1, 4, 8, 5, 11], 'bet': '645'}
{'hand': 'K93T5', 'type': 7, 'hand_card_ranks': [1, 4, 10, 3, 8], 'bet': '107'}
{'hand': 'K8A23', 'type': 7, 'hand_card_ranks': [1, 5, 0, 11, 10], 'bet': '172'}
{'hand': 'K857T', 'type': 7, 'hand_card_ranks': [1, 5, 8, 6, 3], 'bet': '326'}
{'hand': 'K83A9', 'type': 7, 'hand_card_ranks': [1, 5, 10, 0, 4], 'bet': '949'}
{'hand': 'K693T', 'type': 7, 'hand_card_ranks': [1, 7, 4, 10, 3], 'bet': '609'}
{'hand': 'K5786', 'type': 7, 'hand_card_ranks': [1, 8, 6, 5, 7], 'bet': '532'}
{'hand': 'K495T', 'type': 7, 'hand_card_ranks': [1, 9, 4, 8, 3], 'bet': '141'}
{'hand': 'K3T89', 'type': 7, 'hand_card_ranks': [1, 10, 3, 5, 4], 'bet': '779'}
{'hand': 'QA965', 'type': 7, 'hand_card_ranks': [2, 0, 4, 7, 8], 'bet': '823'}
{'hand': 'QA92K', 'type': 7, 'hand_card_ranks': [2, 0, 4, 11, 1], 'bet': '901'}
{'hand': 'QKA79', 'type': 7, 'hand_card_ranks': [2, 1, 0, 6, 4], 'bet': '369'}
{'hand': 'QK296', 'type': 7, 'hand_card_ranks': [2, 1, 11, 4, 7], 'bet': '766'}
{'hand': 'Q9A52', 'type': 7, 'hand_card_ranks': [2, 4, 0, 8, 11], 'bet': '14'}
{'hand': 'Q6T32', 'type': 7, 'hand_card_ranks': [2, 7, 3, 10, 11], 'bet': '771'}
{'hand': 'Q543T', 'type': 7, 'hand_card_ranks': [2, 8, 9, 10, 3], 'bet': '637'}
{'hand': 'Q4K36', 'type': 7, 'hand_card_ranks': [2, 9, 1, 10, 7], 'bet': '736'}
{'hand': 'Q36A7', 'type': 7, 'hand_card_ranks': [2, 10, 7, 0, 6], 'bet': '846'}
{'hand': 'Q2KA8', 'type': 7, 'hand_card_ranks': [2, 11, 1, 0, 5], 'bet': '511'}
{'hand': 'Q2K74', 'type': 7, 'hand_card_ranks': [2, 11, 1, 6, 9], 'bet': '566'}
{'hand': 'Q28TA', 'type': 7, 'hand_card_ranks': [2, 11, 5, 3, 0], 'bet': '899'}
{'hand': 'Q2369', 'type': 7, 'hand_card_ranks': [2, 11, 10, 7, 4], 'bet': '530'}
{'hand': 'TK239', 'type': 7, 'hand_card_ranks': [3, 1, 11, 10, 4], 'bet': '887'}
{'hand': 'TQ478', 'type': 7, 'hand_card_ranks': [3, 2, 9, 6, 5], 'bet': '514'}
{'hand': 'T9Q83', 'type': 7, 'hand_card_ranks': [3, 4, 2, 5, 10], 'bet': '265'}
{'hand': 'T8942', 'type': 7, 'hand_card_ranks': [3, 5, 4, 9, 11], 'bet': '824'}
{'hand': 'T7A5K', 'type': 7, 'hand_card_ranks': [3, 6, 0, 8, 1], 'bet': '35'}
{'hand': 'T6834', 'type': 7, 'hand_card_ranks': [3, 7, 5, 10, 9], 'bet': '572'}
{'hand': 'T6725', 'type': 7, 'hand_card_ranks': [3, 7, 6, 11, 8], 'bet': '975'}
{'hand': 'T64A5', 'type': 7, 'hand_card_ranks': [3, 7, 9, 0, 8], 'bet': '410'}
{'hand': 'T63K8', 'type': 7, 'hand_card_ranks': [3, 7, 10, 1, 5], 'bet': '355'}
{'hand': 'T5836', 'type': 7, 'hand_card_ranks': [3, 8, 5, 10, 7], 'bet': '853'}
{'hand': 'T5398', 'type': 7, 'hand_card_ranks': [3, 8, 10, 4, 5], 'bet': '182'}
{'hand': 'T5372', 'type': 7, 'hand_card_ranks': [3, 8, 10, 6, 11], 'bet': '37'}
{'hand': 'T4K6Q', 'type': 7, 'hand_card_ranks': [3, 9, 1, 7, 2], 'bet': '476'}
{'hand': 'T2359', 'type': 7, 'hand_card_ranks': [3, 11, 10, 8, 4], 'bet': '892'}
{'hand': '9A7K3', 'type': 7, 'hand_card_ranks': [4, 0, 6, 1, 10], 'bet': '444'}
{'hand': '9KTA3', 'type': 7, 'hand_card_ranks': [4, 1, 3, 0, 10], 'bet': '373'}
{'hand': '9K57Q', 'type': 7, 'hand_card_ranks': [4, 1, 8, 6, 2], 'bet': '430'}
{'hand': '9T64A', 'type': 7, 'hand_card_ranks': [4, 3, 7, 9, 0], 'bet': '309'}
{'hand': '98K24', 'type': 7, 'hand_card_ranks': [4, 5, 1, 11, 9], 'bet': '206'}
{'hand': '986QK', 'type': 7, 'hand_card_ranks': [4, 5, 7, 2, 1], 'bet': '739'}
{'hand': '9863K', 'type': 7, 'hand_card_ranks': [4, 5, 7, 10, 1], 'bet': '190'}
{'hand': '97Q34', 'type': 7, 'hand_card_ranks': [4, 6, 2, 10, 9], 'bet': '492'}
{'hand': '8AT69', 'type': 7, 'hand_card_ranks': [5, 0, 3, 7, 4], 'bet': '721'}
{'hand': '8K43A', 'type': 7, 'hand_card_ranks': [5, 1, 9, 10, 0], 'bet': '851'}
{'hand': '8K37A', 'type': 7, 'hand_card_ranks': [5, 1, 10, 6, 0], 'bet': '123'}
{'hand': '8Q64T', 'type': 7, 'hand_card_ranks': [5, 2, 7, 9, 3], 'bet': '951'}
{'hand': '8T4K9', 'type': 7, 'hand_card_ranks': [5, 3, 9, 1, 4], 'bet': '705'}
{'hand': '8T34K', 'type': 7, 'hand_card_ranks': [5, 3, 10, 9, 1], 'bet': '60'}
{'hand': '8T295', 'type': 7, 'hand_card_ranks': [5, 3, 11, 4, 8], 'bet': '608'}
{'hand': '8569K', 'type': 7, 'hand_card_ranks': [5, 8, 7, 4, 1], 'bet': '262'}
{'hand': '829Q5', 'type': 7, 'hand_card_ranks': [5, 11, 4, 2, 8], 'bet': '488'}
{'hand': '824K7', 'type': 7, 'hand_card_ranks': [5, 11, 9, 1, 6], 'bet': '133'}
{'hand': '82367', 'type': 7, 'hand_card_ranks': [5, 11, 10, 7, 6], 'bet': '229'}
{'hand': '7A42K', 'type': 7, 'hand_card_ranks': [6, 0, 9, 11, 1], 'bet': '545'}
{'hand': '7A3TQ', 'type': 7, 'hand_card_ranks': [6, 0, 10, 3, 2], 'bet': '728'}
{'hand': '7A294', 'type': 7, 'hand_card_ranks': [6, 0, 11, 4, 9], 'bet': '863'}
{'hand': '7K362', 'type': 7, 'hand_card_ranks': [6, 1, 10, 7, 11], 'bet': '171'}
{'hand': '7Q36T', 'type': 7, 'hand_card_ranks': [6, 2, 10, 7, 3], 'bet': '963'}
{'hand': '7T934', 'type': 7, 'hand_card_ranks': [6, 3, 4, 10, 9], 'bet': '33'}
{'hand': '7T45A', 'type': 7, 'hand_card_ranks': [6, 3, 9, 8, 0], 'bet': '473'}
{'hand': '78Q46', 'type': 7, 'hand_card_ranks': [6, 5, 2, 9, 7], 'bet': '672'}
{'hand': '76KQT', 'type': 7, 'hand_card_ranks': [6, 7, 1, 2, 3], 'bet': '877'}
{'hand': '765T8', 'type': 7, 'hand_card_ranks': [6, 7, 8, 3, 5], 'bet': '747'}
{'hand': '74Q23', 'type': 7, 'hand_card_ranks': [6, 9, 2, 11, 10], 'bet': '688'}
{'hand': '74T63', 'type': 7, 'hand_card_ranks': [6, 9, 3, 7, 10], 'bet': '52'}
{'hand': '6A785', 'type': 7, 'hand_card_ranks': [7, 0, 6, 5, 8], 'bet': '792'}
{'hand': '6Q4K5', 'type': 7, 'hand_card_ranks': [7, 2, 9, 1, 8], 'bet': '573'}
{'hand': '6T7KA', 'type': 7, 'hand_card_ranks': [7, 3, 6, 1, 0], 'bet': '31'}
{'hand': '6T2AK', 'type': 7, 'hand_card_ranks': [7, 3, 11, 0, 1], 'bet': '882'}
{'hand': '6975A', 'type': 7, 'hand_card_ranks': [7, 4, 6, 8, 0], 'bet': '367'}
{'hand': '67A92', 'type': 7, 'hand_card_ranks': [7, 6, 0, 4, 11], 'bet': '697'}
{'hand': '6573A', 'type': 7, 'hand_card_ranks': [7, 8, 6, 10, 0], 'bet': '827'}
{'hand': '648T7', 'type': 7, 'hand_card_ranks': [7, 9, 5, 3, 6], 'bet': '92'}
{'hand': '628Q7', 'type': 7, 'hand_card_ranks': [7, 11, 5, 2, 6], 'bet': '919'}
{'hand': '5AT68', 'type': 7, 'hand_card_ranks': [8, 0, 3, 7, 5], 'bet': '584'}
{'hand': '5TQ29', 'type': 7, 'hand_card_ranks': [8, 3, 2, 11, 4], 'bet': '811'}
{'hand': '5T6KQ', 'type': 7, 'hand_card_ranks': [8, 3, 7, 1, 2], 'bet': '215'}
{'hand': '5T492', 'type': 7, 'hand_card_ranks': [8, 3, 9, 4, 11], 'bet': '282'}
{'hand': '59A68', 'type': 7, 'hand_card_ranks': [8, 4, 0, 7, 5], 'bet': '104'}
{'hand': '584Q6', 'type': 7, 'hand_card_ranks': [8, 5, 9, 2, 7], 'bet': '334'}
{'hand': '57Q29', 'type': 7, 'hand_card_ranks': [8, 6, 2, 11, 4], 'bet': '865'}
{'hand': '54Q8T', 'type': 7, 'hand_card_ranks': [8, 9, 2, 5, 3], 'bet': '906'}
{'hand': '52Q49', 'type': 7, 'hand_card_ranks': [8, 11, 2, 9, 4], 'bet': '482'}
{'hand': '4A586', 'type': 7, 'hand_card_ranks': [9, 0, 8, 5, 7], 'bet': '307'}
{'hand': '4KT35', 'type': 7, 'hand_card_ranks': [9, 1, 3, 10, 8], 'bet': '353'}
{'hand': '4TA36', 'type': 7, 'hand_card_ranks': [9, 3, 0, 10, 7], 'bet': '445'}
{'hand': '4975T', 'type': 7, 'hand_card_ranks': [9, 4, 6, 8, 3], 'bet': '189'}
{'hand': '49628', 'type': 7, 'hand_card_ranks': [9, 4, 7, 11, 5], 'bet': '400'}
{'hand': '45T98', 'type': 7, 'hand_card_ranks': [9, 8, 3, 4, 5], 'bet': '394'}
{'hand': '458QA', 'type': 7, 'hand_card_ranks': [9, 8, 5, 2, 0], 'bet': '184'}
{'hand': '426KQ', 'type': 7, 'hand_card_ranks': [9, 11, 7, 1, 2], 'bet': '595'}
{'hand': '3KA94', 'type': 7, 'hand_card_ranks': [10, 1, 0, 4, 9], 'bet': '496'}
{'hand': '3TQ79', 'type': 7, 'hand_card_ranks': [10, 3, 2, 6, 4], 'bet': '351'}
{'hand': '3T67K', 'type': 7, 'hand_card_ranks': [10, 3, 7, 6, 1], 'bet': '730'}
{'hand': '3625T', 'type': 7, 'hand_card_ranks': [10, 7, 11, 8, 3], 'bet': '142'}
{'hand': '326T9', 'type': 7, 'hand_card_ranks': [10, 11, 7, 3, 4], 'bet': '834'}
{'hand': '2A9QT', 'type': 7, 'hand_card_ranks': [11, 0, 4, 2, 3], 'bet': '775'}
{'hand': '2A67K', 'type': 7, 'hand_card_ranks': [11, 0, 7, 6, 1], 'bet': '790'}
{'hand': '2K64T', 'type': 7, 'hand_card_ranks': [11, 1, 7, 9, 3], 'bet': '586'}
{'hand': '2Q5T6', 'type': 7, 'hand_card_ranks': [11, 2, 8, 3, 7], 'bet': '966'}
{'hand': '2TQK9', 'type': 7, 'hand_card_ranks': [11, 3, 2, 1, 4], 'bet': '756'}
{'hand': '29A84', 'type': 7, 'hand_card_ranks': [11, 4, 0, 5, 9], 'bet': '696'}
{'hand': '2975A', 'type': 7, 'hand_card_ranks': [11, 4, 6, 8, 0], 'bet': '596'}
{'hand': '275TQ', 'type': 7, 'hand_card_ranks': [11, 6, 8, 3, 2], 'bet': '606'}
{'hand': '2685Q', 'type': 7, 'hand_card_ranks': [11, 7, 5, 8, 2], 'bet': '210'}
{'hand': '23A58', 'type': 7, 'hand_card_ranks': [11, 10, 0, 8, 5], 'bet': '676'}
